Unique ID,Type of the Furniture,Name,Description,Material,Color,Warranty Period (in years),Price (in US dollars),Dimensions in cm (LxWxH),Country of Creation,Features,Quantity
jK0WgO,Table,Chic Table,A modern glass table rectangular.,Glass,Beige,3,326,230x50x63,Poland,"circular, not extendable",78
4LzaIn,Table,Sturdy Table,An ergonomic metal table not extendable.,Metal,Jet Black,10,475,148x126x198,Poland,"circular, extendable",12
7xWUSh,Chair,Snug Chair,A compact glass chair with armrests.,Glass,Natural Oak,3,299,104x64x58,Italy,without armrests,32
Xa1qK6,Table,Buddy Table,An elegant plastic table extendable.,Plastic,Natural Oak,2,97,221x119x183,Poland,"circular, not extendable",8
ODBPlu,Chair,Cosy Chair,A sturdy glass chair with armrests.,Glass,Beige,3,282,228x89x143,USA,with armrests,22
F3XrC9,Wardrobe,Smart Wardrobe,A luxurious wood wardrobe 1.,Wood,Silver,5,78,87x114x186,USA,"1 sections, without mirror",46
8b4Xw9,Sofa,Comfy Sofa,A sturdy glass sofa 1.,Glass,Natural Oak,3,455,86x91x80,Sweden,"3 seats, without recliner",72
0djypR,Table,Elegant Table,A modern wood table not extendable.,Wood,Walnut Brown,5,497,130x75x197,Germany,"rectangular, not extendable",84
qI7oOH,Chair,Snug Chair,A compact glass chair with armrests.,Glass,Jet Black,3,505,74x42x72,Germany,with armrests,24
zamEzT,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Walnut Brown,10,581,100x64x45,Sweden,"circular, not extendable",76
Q0mfem,Table,Elegant Table,A modern wood table not extendable.,Wood,Jet Black,5,129,215x123x126,Italy,"rectangular, not extendable",9
wcHQTR,Sofa,Comfy Sofa,A sturdy metal sofa without recliner.,Metal,Walnut Brown,10,469,95x67x120,Sweden,"3 seats, with recliner",26
J4Wu9A,Wardrobe,Compact Wardrobe,A luxurious metal wardrobe 1.,Metal,Beige,10,351,208x132x106,Sweden,"1 sections, with mirror",35
qi7EV2,Bed,Dreamy Bed,An elegant wood bed king.,Wood,Natural Oak,5,424,184x63x70,Germany,"single, without storage",79
P3DV41,Sofa,Comfy Sofa,A sturdy glass sofa 1.,Glass,Jet Black,3,231,135x67x118,USA,"2 seats, without recliner",10
EJGVvZ,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Natural Oak,10,536,62x38x50,China,"rectangular, extendable",84
mFUyTr,Sofa,Comfy Sofa,A sturdy fabric sofa 2.,Fabric,Silver,1,91,226x133x126,Sweden,"3 seats, without recliner",26
Q9nDYl,Sofa,Lush Sofa,A sturdy glass sofa with recliner.,Glass,Jet Black,3,174,129x122x157,USA,"3 seats, without recliner",45
bYDFIK,Sofa,Comfy Sofa,A sturdy metal sofa without recliner.,Metal,Natural Oak,10,545,122x79x105,Italy,"1 seats, without recliner",31
3seLD6,Chair,Buddy Chair,A sturdy glass chair without armrests.,Glass,Silver,3,555,266x58x129,Italy,with armrests,60
GHd100,Wardrobe,Chic Wardrobe,An elegant wood wardrobe without mirror.,Wood,Natural Oak,5,417,136x110x160,Poland,"2 sections, with mirror",55
kpjc8t,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Silver,1,222,123x77x150,Poland,"queen, without storage",73
bGu2fr,Bed,Relax Bed,A compact wood bed queen.,Wood,Charcoal Gray,5,408,109x94x44,Sweden,"single, without storage",14
2M1n0K,Bed,Lush Bed,A compact plastic bed double.,Plastic,Walnut Brown,2,180,55x109x42,Sweden,"single, without storage",38
84zHOU,Chair,Snug Chair,A compact wood chair with armrests.,Wood,Jet Black,5,261,252x45x151,Sweden,with armrests,30
pBfwjK,Sofa,Relax Sofa,An ergonomic metal sofa 2.,Metal,Silver,10,541,54x126x158,Italy,"3 seats, with recliner",36
EIIgjQ,Bed,Snug Bed,A sturdy fabric bed double.,Fabric,Charcoal Gray,1,108,256x93x155,China,"double, without storage",53
8UTxAI,Sofa,Cozy Sofa,A luxurious glass sofa with recliner.,Glass,Charcoal Gray,3,152,213x96x170,USA,"2 seats, with recliner",95
uuJ69k,Sofa,Snug Sofa,A luxurious glass sofa without recliner.,Glass,Jet Black,3,703,105x121x75,Sweden,"1 seats, with recliner",100
cDnPOn,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Beige,5,187,78x56x60,Italy,"double, with storage",12
cGuDal,Table,Sturdy Table,A compact wood table rectangular.,Wood,Jet Black,5,438,189x30x101,Germany,"rectangular, not extendable",73
z3SyKw,Sofa,Relax Sofa,A luxurious plastic sofa without recliner.,Plastic,Ivory White,2,38,282x136x76,China,"2 seats, without recliner",65
4yI8oL,Bed,Relax Bed,A comfortable metal bed without storage.,Metal,Walnut Brown,10,587,244x144x88,Poland,"king, with storage",34
9wVelD,Table,Elegant Table,An ergonomic glass table extendable.,Glass,Charcoal Gray,3,348,171x131x41,China,"rectangular, not extendable",60
8ivyGw,Wardrobe,Sturdy Wardrobe,An ergonomic plastic wardrobe without mirror.,Plastic,Walnut Brown,2,202,87x50x152,Germany,"2 sections, without mirror",41
51xIpg,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Walnut Brown,5,195,237x96x78,China,"double, without storage",85
6roE0T,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Natural Oak,3,509,134x73x90,Poland,"king, with storage",40
YGCLlc,Chair,Chic Chair,A luxurious metal chair with armrests.,Metal,Beige,10,105,125x47x119,Poland,with armrests,64
bXc052,Wardrobe,Chic Wardrobe,A luxurious plastic wardrobe 1.,Plastic,Charcoal Gray,2,97,238x82x178,Sweden,"1 sections, with mirror",1
rEtnts,Sofa,Lush Sofa,A comfortable metal sofa without recliner.,Metal,Ivory White,10,240,252x65x112,USA,"3 seats, without recliner",77
WtsLBc,Table,Elegant Table,A modern wood table not extendable.,Wood,Silver,5,366,56x140x140,USA,"rectangular, not extendable",99
G7nphc,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Walnut Brown,1,172,237x74x58,Germany,"2 seats, with recliner",54
aa15Dy,Sofa,Relax Sofa,A luxurious plastic sofa without recliner.,Plastic,Charcoal Gray,2,100,67x105x181,Sweden,"1 seats, without recliner",49
4lx2vd,Table,Elegant Table,An ergonomic glass table extendable.,Glass,Silver,3,530,126x64x149,USA,"rectangular, extendable",6
S39pXc,Bed,Snug Bed,A compact metal bed double.,Metal,Natural Oak,10,736,94x149x68,Poland,"king, with storage",60
c9Oc57,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Silver,3,342,274x118x165,Sweden,"2 sections, without mirror",15
XqXHkK,Wardrobe,Smart Wardrobe,An ergonomic fabric wardrobe without mirror.,Fabric,Jet Black,1,251,182x134x189,Germany,"1 sections, with mirror",37
BW6pwz,Table,Sturdy Table,An ergonomic metal table not extendable.,Metal,Silver,10,561,156x119x191,Germany,"rectangular, extendable",45
diViOI,Wardrobe,Smart Wardrobe,An elegant metal wardrobe 2.,Metal,Charcoal Gray,10,242,143x133x109,Italy,"1 sections, with mirror",65
4YkWuB,Bed,Relax Bed,A compact wood bed queen.,Wood,Walnut Brown,5,265,119x108x179,Italy,"queen, with storage",20
hOgos8,Sofa,Lush Sofa,A sturdy fabric sofa without recliner.,Fabric,Charcoal Gray,1,374,58x139x153,Italy,"2 seats, with recliner",15
zUm6Jf,Wardrobe,Smart Wardrobe,An elegant metal wardrobe 2.,Metal,Charcoal Gray,10,417,178x50x74,China,"2 sections, without mirror",9
xvLbq7,Wardrobe,Chic Wardrobe,An elegant wood wardrobe without mirror.,Wood,Walnut Brown,5,216,257x110x113,USA,"2 sections, with mirror",29
c9E39j,Bed,Lush Bed,A compact plastic bed double.,Plastic,Beige,2,104,252x141x123,Italy,"queen, without storage",67
6fZXXu,Bed,Cozy Bed,An elegant glass bed queen.,Glass,Beige,3,215,254x146x61,USA,"queen, without storage",42
S1n1bR,Wardrobe,Zippy Wardrobe,A luxurious glass wardrobe 1.,Glass,Ivory White,3,186,142x126x116,Germany,"1 sections, with mirror",39
H0M7mX,Bed,Cozy Bed,A comfortable fabric bed single.,Fabric,Jet Black,1,101,197x67x115,Germany,"single, with storage",39
fEB2bE,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Ivory White,2,101,112x141x118,USA,"1 sections, without mirror",44
Sl1YkC,Sofa,Snug Sofa,A luxurious glass sofa without recliner.,Glass,Ivory White,3,364,56x70x73,Italy,"1 seats, without recliner",5
WbV4v2,Table,Sturdy Table,An ergonomic metal table not extendable.,Metal,Silver,10,411,127x75x116,Poland,"rectangular, not extendable",8
JzubiR,Sofa,Cozy Sofa,A sturdy plastic sofa with recliner.,Plastic,Charcoal Gray,2,169,76x103x137,Italy,"3 seats, with recliner",79
uZoP18,Sofa,Comfy Sofa,A sturdy glass sofa 1.,Glass,Jet Black,3,324,184x142x140,Sweden,"3 seats, without recliner",53
8MTWUA,Chair,Buddy Chair,A sturdy metal chair with armrests.,Metal,Natural Oak,10,113,201x110x164,Germany,with armrests,58
jTKCsM,Chair,Snug Chair,A compact glass chair with armrests.,Glass,Walnut Brown,3,526,102x116x42,USA,with armrests,77
OYJPtq,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Jet Black,1,261,130x94x154,Poland,"2 seats, with recliner",68
fBDj9k,Wardrobe,Chic Wardrobe,A compact metal wardrobe without mirror.,Metal,Natural Oak,10,439,289x110x118,Germany,"1 sections, with mirror",15
HvPQ8n,Bed,Snug Bed,A sturdy fabric bed double.,Fabric,Ivory White,1,362,167x48x54,Germany,"queen, with storage",97
pGL1xm,Bed,Cozy Bed,A comfortable fabric bed single.,Fabric,Beige,1,253,172x140x73,Poland,"single, without storage",75
Tw2LGG,Chair,Zippy Chair,A modern plastic chair without armrests.,Plastic,Ivory White,2,186,113x35x93,Germany,without armrests,42
3Rmw7U,Chair,Chic Chair,A comfortable plastic chair without armrests.,Plastic,Charcoal Gray,2,140,224x82x181,China,with armrests,22
mxF2Av,Table,Chic Table,A sturdy metal table extendable.,Metal,Ivory White,10,717,188x123x181,China,"rectangular, not extendable",8
j7UL1X,Table,Buddy Table,An elegant metal table rectangular.,Metal,Charcoal Gray,10,384,139x115x155,China,"circular, not extendable",41
QxT14X,Bed,Relax Bed,An ergonomic fabric bed single.,Fabric,Silver,1,123,119x38x108,Sweden,"king, with storage",94
6iPTnn,Chair,Cosy Chair,An elegant metal chair with armrests.,Metal,Natural Oak,10,480,82x118x166,USA,without armrests,5
biM4i6,Bed,Dreamy Bed,An ergonomic plastic bed single.,Plastic,Charcoal Gray,2,184,161x113x144,Sweden,"single, without storage",59
6rGLay,Table,Elegant Table,A comfortable metal table circular.,Metal,Jet Black,10,210,280x33x121,Germany,"circular, extendable",58
EHEWmZ,Sofa,Cozy Sofa,A luxurious glass sofa with recliner.,Glass,Ivory White,3,635,229x127x88,Italy,"2 seats, without recliner",29
flZcEO,Wardrobe,Chic Wardrobe,An elegant glass wardrobe with mirror.,Glass,Beige,3,295,213x79x153,China,"2 sections, with mirror",57
hvYMpi,Chair,Chic Chair,A luxurious metal chair with armrests.,Metal,Walnut Brown,10,499,244x55x171,Germany,without armrests,3
A9zFBP,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Natural Oak,10,311,61x43x54,Germany,"queen, without storage",33
bTOK85,Sofa,Relax Sofa,An ergonomic glass sofa 2.,Glass,Beige,3,460,100x143x182,Sweden,"2 seats, without recliner",82
fZHg0n,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Charcoal Gray,5,429,83x144x131,Italy,"double, with storage",72
CGUcVc,Chair,Zippy Chair,A luxurious wood chair without armrests.,Wood,Natural Oak,5,377,174x87x198,Italy,with armrests,93
F5EZSr,Chair,Buddy Chair,A comfortable plastic chair without armrests.,Plastic,Charcoal Gray,2,28,212x102x186,China,without armrests,2
IKOVJQ,Wardrobe,Smart Wardrobe,A comfortable plastic wardrobe 1.,Plastic,Ivory White,2,211,299x73x188,USA,"1 sections, without mirror",16
jdR4qx,Bed,Relax Bed,A modern plastic bed king.,Plastic,Natural Oak,2,99,110x98x94,Germany,"double, without storage",100
koX7iF,Wardrobe,Compact Wardrobe,A modern fabric wardrobe with mirror.,Fabric,Natural Oak,1,80,55x133x154,China,"2 sections, with mirror",27
Wmew3Z,Table,Cosy Table,A sturdy glass table extendable.,Glass,Jet Black,3,603,265x141x180,Sweden,"rectangular, not extendable",35
d0p2Dc,Chair,Snug Chair,A compact wood chair with armrests.,Wood,Silver,5,398,196x145x111,Germany,with armrests,69
stTDgb,Bed,Lush Bed,An ergonomic glass bed king.,Glass,Charcoal Gray,3,600,80x136x89,Poland,"single, with storage",67
WSaTfk,Bed,Cozy Bed,A compact plastic bed queen.,Plastic,Beige,2,50,281x66x137,Sweden,"single, without storage",29
PtpPhH,Chair,Cosy Chair,A modern plastic chair with armrests.,Plastic,Jet Black,2,121,104x75x183,Germany,without armrests,77
1B8ADy,Sofa,Relax Sofa,A luxurious plastic sofa without recliner.,Plastic,Charcoal Gray,2,43,85x62x153,USA,"1 seats, without recliner",75
DzYVV2,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Jet Black,3,310,193x135x91,China,"king, with storage",90
Q0dOPY,Sofa,Relax Sofa,A luxurious plastic sofa without recliner.,Plastic,Jet Black,2,32,246x61x43,Poland,"3 seats, with recliner",21
ahG0cl,Bed,Cozy Bed,A compact plastic bed queen.,Plastic,Walnut Brown,2,211,82x65x182,Germany,"king, with storage",95
jwJufw,Sofa,Cozy Sofa,A luxurious metal sofa with recliner.,Metal,Beige,10,508,154x70x64,Italy,"1 seats, with recliner",86
2bhflr,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Natural Oak,1,262,111x139x96,Germany,"queen, with storage",53
TiGJDM,Table,Cosy Table,A sturdy glass table extendable.,Glass,Jet Black,3,638,127x88x74,Italy,"rectangular, extendable",42
Yla81u,Table,Cosy Table,A luxurious fabric table extendable.,Fabric,Walnut Brown,1,128,99x40x58,Germany,"circular, extendable",27
BgoGF5,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Ivory White,3,530,113x70x135,Italy,"2 sections, without mirror",10
HwhQfe,Chair,Chic Chair,A comfortable glass chair without armrests.,Glass,Beige,3,414,156x59x46,USA,with armrests,19
AENtZt,Wardrobe,Chic Wardrobe,A modern fabric wardrobe 2.,Fabric,Beige,1,354,109x126x49,Germany,"1 sections, with mirror",41
NUCh7Q,Sofa,Cozy Sofa,A comfortable fabric sofa without recliner.,Fabric,Beige,1,392,284x150x155,China,"3 seats, without recliner",43
ujDESm,Sofa,Relax Sofa,A compact fabric sofa with recliner.,Fabric,Charcoal Gray,1,353,260x141x135,China,"2 seats, without recliner",14
kqrcwe,Table,Sturdy Table,A compact wood table rectangular.,Wood,Beige,5,215,221x116x144,Poland,"circular, not extendable",86
qixDKI,Bed,Relax Bed,A compact wood bed queen.,Wood,Jet Black,5,181,246x111x126,Germany,"queen, without storage",8
wWK6G2,Table,Cosy Table,A comfortable plastic table rectangular.,Plastic,Ivory White,2,146,238x101x54,China,"rectangular, extendable",17
91djRv,Bed,Relax Bed,An ergonomic fabric bed single.,Fabric,Beige,1,349,250x44x131,China,"queen, without storage",33
WcQuuP,Bed,Snug Bed,An elegant glass bed double.,Glass,Ivory White,3,559,125x68x148,Germany,"queen, without storage",7
mE1mt9,Table,Chic Table,A sturdy metal table extendable.,Metal,Beige,10,107,55x64x193,Poland,"circular, not extendable",61
RjRvyw,Bed,Snug Bed,A compact metal bed double.,Metal,Charcoal Gray,10,436,235x68x148,Italy,"double, with storage",100
5yQxo6,Wardrobe,Zippy Wardrobe,An elegant wood wardrobe with mirror.,Wood,Natural Oak,5,358,96x57x64,USA,"2 sections, without mirror",22
fssVDC,Sofa,Snug Sofa,A sturdy plastic sofa with recliner.,Plastic,Charcoal Gray,2,34,127x84x153,Germany,"1 seats, with recliner",16
LnzBlL,Bed,Relax Bed,A comfortable metal bed without storage.,Metal,Natural Oak,10,382,161x138x56,Sweden,"double, without storage",93
XhDcdz,Bed,Relax Bed,A compact wood bed queen.,Wood,Walnut Brown,5,419,295x136x190,Germany,"single, with storage",53
78681x,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Ivory White,3,516,135x107x116,Sweden,"2 sections, without mirror",43
sFIm3F,Table,Sturdy Table,A modern fabric table extendable.,Fabric,Walnut Brown,1,206,267x106x176,USA,"circular, not extendable",96
3WxgQh,Chair,Zippy Chair,A comfortable fabric chair without armrests.,Fabric,Silver,1,216,239x115x188,Sweden,without armrests,32
KGWVUy,Bed,Dreamy Bed,An elegant wood bed king.,Wood,Walnut Brown,5,60,249x125x63,Poland,"single, with storage",25
24Oi0c,Sofa,Lush Sofa,A sturdy fabric sofa without recliner.,Fabric,Silver,1,323,52x108x92,USA,"2 seats, without recliner",77
Vksi3i,Sofa,Cozy Sofa,A sturdy wood sofa 1.,Wood,Natural Oak,5,418,93x132x141,USA,"3 seats, without recliner",62
XvChaS,Table,Elegant Table,An elegant fabric table rectangular.,Fabric,Charcoal Gray,1,93,255x61x184,Italy,"circular, extendable",76
5h0nBT,Wardrobe,Zippy Wardrobe,A modern plastic wardrobe with mirror.,Plastic,Charcoal Gray,2,213,165x138x88,USA,"1 sections, without mirror",30
ZFU3kn,Chair,Cosy Chair,An elegant metal chair with armrests.,Metal,Natural Oak,10,204,209x81x165,USA,without armrests,77
uxUsjT,Sofa,Comfy Sofa,A sturdy fabric sofa 2.,Fabric,Charcoal Gray,1,149,107x49x47,Sweden,"1 seats, with recliner",1
csH9z9,Wardrobe,Compact Wardrobe,A comfortable wood wardrobe without mirror.,Wood,Natural Oak,5,360,140x96x78,China,"2 sections, without mirror",18
5szEej,Chair,Snug Chair,A luxurious fabric chair with armrests.,Fabric,Silver,1,281,196x121x114,Poland,without armrests,54
NDbzcw,Chair,Buddy Chair,A modern fabric chair with armrests.,Fabric,Beige,1,75,54x124x130,Poland,with armrests,65
skt5yX,Chair,Cosy Chair,A modern plastic chair with armrests.,Plastic,Ivory White,2,42,85x92x190,Germany,with armrests,73
utqaSJ,Bed,Dreamy Bed,An ergonomic plastic bed single.,Plastic,Silver,2,172,196x102x75,Italy,"queen, without storage",86
uWTxpm,Chair,Zippy Chair,A modern glass chair without armrests.,Glass,Beige,3,200,215x39x108,China,without armrests,26
KLx0mU,Table,Sturdy Table,A compact wood table rectangular.,Wood,Jet Black,5,525,168x141x98,USA,"circular, not extendable",15
DgzAnr,Wardrobe,Compact Wardrobe,A luxurious metal wardrobe 1.,Metal,Ivory White,10,181,130x92x49,Poland,"2 sections, with mirror",3
l1Z1ZM,Chair,Zippy Chair,A comfortable metal chair without armrests.,Metal,Beige,10,559,289x103x48,Italy,with armrests,45
Pikmq4,Bed,Cozy Bed,A compact plastic bed queen.,Plastic,Ivory White,2,60,297x34x115,China,"queen, with storage",36
g3dqCt,Chair,Cosy Chair,An elegant wood chair without armrests.,Wood,Jet Black,5,325,185x38x46,Sweden,with armrests,31
lGHJmZ,Table,Cosy Table,A luxurious fabric table extendable.,Fabric,Beige,1,165,168x131x94,Italy,"rectangular, not extendable",3
GW2OQp,Sofa,Lush Sofa,A compact plastic sofa without recliner.,Plastic,Walnut Brown,2,163,279x113x160,China,"1 seats, with recliner",59
TQp0fD,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Silver,1,320,264x102x166,China,"circular, not extendable",11
lQi6jr,Sofa,Cozy Sofa,A sturdy plastic sofa with recliner.,Plastic,Ivory White,2,136,86x109x89,Sweden,"1 seats, with recliner",93
5XPveK,Bed,Snug Bed,An elegant glass bed double.,Glass,Natural Oak,3,531,136x87x164,China,"king, with storage",59
1VunTP,Bed,Snug Bed,An elegant glass bed double.,Glass,Natural Oak,3,519,217x48x67,Italy,"queen, with storage",19
EMU9F5,Sofa,Lush Sofa,A sturdy fabric sofa without recliner.,Fabric,Ivory White,1,264,288x58x155,China,"2 seats, with recliner",76
hkQcvA,Chair,Snug Chair,A compact plastic chair with armrests.,Plastic,Natural Oak,2,164,82x49x64,Sweden,with armrests,97
i6R3gA,Chair,Chic Chair,A sturdy wood chair with armrests.,Wood,Ivory White,5,69,156x96x97,Sweden,with armrests,99
1HH6YK,Sofa,Snug Sofa,A luxurious glass sofa without recliner.,Glass,Natural Oak,3,907,106x131x158,Poland,"3 seats, without recliner",11
ANWdW0,Sofa,Lush Sofa,A sturdy glass sofa with recliner.,Glass,Natural Oak,3,697,242x108x144,Germany,"1 seats, with recliner",80
9cahrI,Wardrobe,Sturdy Wardrobe,An ergonomic metal wardrobe 1.,Metal,Charcoal Gray,10,502,257x33x129,Poland,"2 sections, with mirror",80
DQgEzN,Sofa,Cozy Sofa,A sturdy plastic sofa with recliner.,Plastic,Beige,2,126,267x93x73,Poland,"2 seats, without recliner",67
uLEZkc,Sofa,Relax Sofa,An ergonomic metal sofa 2.,Metal,Ivory White,10,342,52x134x183,China,"1 seats, without recliner",76
2blgLE,Wardrobe,Zippy Wardrobe,A modern fabric wardrobe with mirror.,Fabric,Silver,1,344,103x112x52,Poland,"2 sections, without mirror",36
8qO2DO,Chair,Zippy Chair,A luxurious wood chair without armrests.,Wood,Charcoal Gray,5,99,221x100x87,Germany,without armrests,84
HyhuRF,Wardrobe,Zippy Wardrobe,A modern fabric wardrobe with mirror.,Fabric,Natural Oak,1,190,128x73x140,USA,"1 sections, with mirror",43
ObV16s,Chair,Snug Chair,A compact glass chair with armrests.,Glass,Silver,3,313,85x137x99,Germany,without armrests,48
tcJIn0,Bed,Snug Bed,An elegant wood bed king.,Wood,Walnut Brown,5,414,254x46x175,USA,"king, with storage",32
3WQMDx,Bed,Snug Bed,An elegant glass bed double.,Glass,Charcoal Gray,3,382,238x124x165,Italy,"queen, with storage",100
wJs4NR,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Charcoal Gray,3,761,274x113x175,Italy,"2 sections, without mirror",31
2H03g0,Bed,Relax Bed,A comfortable metal bed without storage.,Metal,Natural Oak,10,677,229x135x82,China,"queen, without storage",99
lGiIho,Wardrobe,Smart Wardrobe,A luxurious glass wardrobe 1.,Glass,Walnut Brown,3,437,155x99x124,China,"1 sections, without mirror",61
5rKotp,Table,Elegant Table,An elegant fabric table rectangular.,Fabric,Charcoal Gray,1,131,225x125x102,Italy,"rectangular, extendable",5
B5HY6C,Bed,Cozy Bed,A luxurious wood bed double.,Wood,Charcoal Gray,5,421,92x120x146,Germany,"single, with storage",41
lVKERi,Table,Buddy Table,A comfortable fabric table not extendable.,Fabric,Silver,1,258,168x88x113,China,"circular, extendable",94
5rBmMW,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Ivory White,3,664,197x100x148,Poland,"queen, without storage",62
gGaXd4,Sofa,Relax Sofa,An ergonomic glass sofa 2.,Glass,Charcoal Gray,3,481,266x127x45,Sweden,"1 seats, without recliner",66
2XqIW1,Bed,Lush Bed,An ergonomic fabric bed queen.,Fabric,Silver,1,135,272x137x72,USA,"double, with storage",35
4csb1j,Wardrobe,Compact Wardrobe,A comfortable glass wardrobe 1.,Glass,Ivory White,3,581,140x127x87,Italy,"1 sections, with mirror",14
6H3i5r,Table,Sturdy Table,An elegant plastic table not extendable.,Plastic,Walnut Brown,2,159,225x144x152,Poland,"circular, extendable",89
fJylP3,Sofa,Snug Sofa,A sturdy plastic sofa with recliner.,Plastic,Natural Oak,2,32,297x130x155,Italy,"2 seats, without recliner",24
4Qa7Fk,Wardrobe,Compact Wardrobe,A luxurious metal wardrobe 1.,Metal,Jet Black,10,197,142x33x165,USA,"1 sections, with mirror",15
HBkE3S,Bed,Lush Bed,An ergonomic metal bed double.,Metal,Ivory White,10,138,226x111x70,China,"single, with storage",65
vqcW1x,Table,Elegant Table,A comfortable metal table circular.,Metal,Charcoal Gray,10,428,51x90x154,Poland,"rectangular, not extendable",71
1rThQ4,Wardrobe,Compact Wardrobe,A comfortable plastic wardrobe 2.,Plastic,Jet Black,2,28,184x149x90,USA,"1 sections, without mirror",55
AY3AGT,Bed,Dreamy Bed,A compact fabric bed with storage.,Fabric,Ivory White,1,221,159x79x161,USA,"king, with storage",21
4qxZRb,Chair,Cosy Chair,A modern plastic chair with armrests.,Plastic,Ivory White,2,109,261x56x142,Sweden,with armrests,17
xhyzVa,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Walnut Brown,5,147,243x111x122,Italy,"rectangular, not extendable",9
cRTdQQ,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Natural Oak,3,395,103x123x78,Poland,"double, without storage",71
b87VoX,Bed,Lush Bed,A compact plastic bed double.,Plastic,Charcoal Gray,2,149,184x82x197,Poland,"queen, with storage",31
anoyJq,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Walnut Brown,3,550,83x83x194,Italy,"queen, with storage",18
IJK0Ab,Sofa,Cozy Sofa,A luxurious glass sofa with recliner.,Glass,Ivory White,3,581,214x115x130,Sweden,"1 seats, with recliner",16
NvXqXb,Table,Elegant Table,An elegant fabric table rectangular.,Fabric,Charcoal Gray,1,132,123x83x159,Germany,"rectangular, not extendable",4
NJ3r1P,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Natural Oak,1,413,208x137x184,Sweden,with armrests,87
jzEBbi,Bed,Dreamy Bed,A luxurious metal bed with storage.,Metal,Charcoal Gray,10,786,60x146x189,Sweden,"king, without storage",26
myytkk,Chair,Cosy Chair,An elegant wood chair without armrests.,Wood,Charcoal Gray,5,65,104x36x106,Poland,without armrests,48
09Qiv2,Wardrobe,Sturdy Wardrobe,A sturdy fabric wardrobe with mirror.,Fabric,Beige,1,313,247x100x196,Poland,"2 sections, with mirror",88
YbgLcv,Table,Elegant Table,A modern plastic table extendable.,Plastic,Charcoal Gray,2,52,284x117x139,China,"circular, extendable",48
aZS8d5,Table,Buddy Table,An ergonomic wood table not extendable.,Wood,Charcoal Gray,5,165,192x45x53,China,"circular, not extendable",6
rHIokx,Chair,Zippy Chair,A comfortable fabric chair without armrests.,Fabric,Jet Black,1,147,82x77x148,USA,with armrests,59
HlQuct,Bed,Dreamy Bed,A comfortable glass bed without storage.,Glass,Silver,3,211,242x105x75,Germany,"queen, without storage",25
kfQsU9,Bed,Lush Bed,A modern wood bed without storage.,Wood,Jet Black,5,97,220x89x40,Italy,"king, without storage",75
B05WVF,Table,Elegant Table,A modern wood table not extendable.,Wood,Walnut Brown,5,276,137x103x146,Germany,"rectangular, not extendable",9
INnkcK,Bed,Dreamy Bed,A luxurious metal bed with storage.,Metal,Silver,10,107,107x106x79,Poland,"double, without storage",15
ZR9fYR,Sofa,Relax Sofa,A compact fabric sofa with recliner.,Fabric,Jet Black,1,155,204x128x138,Germany,"2 seats, with recliner",97
KShWFp,Bed,Cozy Bed,An elegant glass bed queen.,Glass,Beige,3,542,250x44x96,Italy,"king, with storage",32
KC7jE7,Bed,Lush Bed,An ergonomic glass bed king.,Glass,Ivory White,3,498,210x77x55,Italy,"double, without storage",8
H11g2J,Table,Cosy Table,An ergonomic metal table rectangular.,Metal,Jet Black,10,306,283x46x131,Germany,"circular, extendable",27
R5HU3n,Wardrobe,Smart Wardrobe,A comfortable plastic wardrobe 1.,Plastic,Charcoal Gray,2,123,145x150x124,Poland,"2 sections, without mirror",49
kCEdAY,Sofa,Comfy Sofa,A sturdy fabric sofa 2.,Fabric,Silver,1,360,65x65x153,Sweden,"2 seats, without recliner",92
nl9uoo,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Walnut Brown,1,393,166x63x49,USA,without armrests,40
kJLjHh,Table,Buddy Table,An elegant plastic table extendable.,Plastic,Silver,2,219,299x131x151,Germany,"rectangular, not extendable",1
LSW68d,Chair,Cosy Chair,An ergonomic fabric chair with armrests.,Fabric,Silver,1,213,135x69x47,Poland,with armrests,11
